cfeb0037eede0f834e327d4df2a491eff050aadf,DELETE,regular-file,simplechat-main/application/external_apps/bulkloader/test-documents/folder2/test_0007.pdf,126351,
207bc61fcf64ae0e432c482f049284950bc61ad1,DELETE,regular-file,simplechat-main/application/external_apps/bulkloader/test-documents/folder2/test_0008.pdf,129587,
a960ff8cf9f6914cd2837505c7310c21e677271b,DELETE,regular-file,simplechat-main/application/external_apps/bulkloader/test-documents/folder2/test_0009.pdf,125893,
92dcb3bdcbb64b1f12c06127a95e08d57eff3706,DELETE,regular-file,simplechat-main/application/external_apps/bulkloader/test-documents/folder2/test_0010.pdf,126993,
8d2522fa00378d0a550f6033494b2a407ecfeab8,DELETE,regular-file,simplechat-main/application/single_app/static/test_files/test_document.pdf,125507,
c827ea389f0d93681db8ed685111169c1afb635a,DELETE,regular-file,simplechat-main/docs/demos/Public Workspace/HR/Employee_Onboarding_Offboarding_Process.pdf,237241,
74e5316ad939db22c9125c5ebd50e4d5e90f569d,DELETE,regular-file,simplechat-main/docs/demos/Public Workspace/IT/Network_Security_Incident_Response.pdf,209237,
a3a1607f4e1d7676eea2d5941b8111d3ac1c52e9,DELETE,regular-file,simplechat-main/docs/demos/Public Workspace/Service Desk/Knowledge_Base_Management_Documentation.pdf,249952,
8e14fdfda435b745e3b3d994675b6305c845746c,DELETE,regular-file,simplechat-main/functional_tests/debug_direct_download.pdf,1635913,
8150f757bba1a39be2306f620228bf1357b8ecba,DELETE,regular-file,simplechat-main/functional_tests/debug_plugin_download.pdf,1635919,
